10:3:10:10 => [0, 20, 20, 20, 20, 10, 10, 20, 0, 20]-[30, 10, 10, 10, 10, 20, 20, 10, 30, 10]
10:4:2:10 => [6, 2, 6, 2, 6, 4, 4, 2, 2, 4]-[2, 6, 2, 6, 2, 4, 4, 6, 6, 4]
10:4:3:10 => [9, 6, 3, 9, 3, 3, 6, 3, 6, 6]-[3, 6, 9, 3, 9, 9, 6, 9, 6, 6]
10:4:4:10 => [12, 0, 16, 16, 8, 12, 16, 4, 12, 8]-[4, 16, 0, 0, 8, 4, 0, 12, 4, 8]
10:4:5:10 => [12, 0, 10, 5, 5, 10, 10, 10, 15, 5]-[8, 20, 10, 15, 15, 10, 10, 10, 5, 15]
10:4:6:10 => [6, 12, 6, 24, 12, 12, 6, 18, 6, 12]-[18, 12, 18, 0, 12, 12, 18, 6, 18, 12]
10:4:7:10 => [9, 14, 21, 14, 14, 14, 0, 21, 0, 14]-[19, 14, 7, 14, 14, 14, 28, 7, 28, 14]
10:4:8:10 => [13, 24, 24, 8, 16, 24, 8, 8, 8, 16]-[19, 8, 8, 24, 16, 8, 24, 24, 24, 16]
10:4:9:10 => [16, 27, 27, 27, 18, 36, 18, 0, 9, 9]-[20, 9, 9, 9, 18, 0, 18, 36, 27, 27]
10:4:10:10 => [20, 20, 20, 30, 30, 10, 20, 10, 30, 10]-[20, 20, 20, 10, 10, 30, 20, 30, 10, 30]
10:5:2:10 => [2, 4, 8, 2, 4, 2, 6, 2, 10, 4]-[8, 6, 2, 8, 6, 8, 4, 8, 0, 6]
10:5:3:10 => [12, 0, 15, 9, 9, 3, 0, 0, 12, 6]-[3, 15, 0, 6, 6, 12, 15, 15, 3, 9]
10:5:4:10 => [12, 12, 4, 0, 8, 12, 8, 8, 4, 8]-[8, 8, 16, 20, 12, 8, 12, 12, 16, 12]
10:5:5:10 => [10, 15, 10, 15, 20, 20, 5, 5, 15, 5]-[15, 10, 15, 10, 5, 5, 20, 20, 10, 20]
10:5:6:10 => [18, 24, 12, 24, 18, 18, 18, 12, 18, 24]-[12, 6, 18, 6, 12, 12, 12, 18, 12, 6]
10:5:7:10 => [10, 14, 21, 21, 7, 7, 21, 21, 28, 7]-[25, 21, 14, 14, 28, 28, 14, 14, 7, 28]
10:5:8:10 => [19, 16, 32, 0, 16, 24, 16, 24, 24, 8]-[21, 24, 8, 40, 24, 16, 24, 16, 16, 32]
10:5:9:10 => [13, 27, 36, 27, 36, 9, 36, 27, 36, 9]-[32, 18, 9, 18, 9, 36, 9, 18, 9, 36]
10:5:10:10 => [27, 25, 20, 40, 30, 20, 40, 20, 40, 20]-[23, 25, 30, 10, 20, 30, 10, 30, 10, 30]
10:6:2:10 => [6, 4, 10, 6, 4, 10, 6, 0, 6, 2]-[6, 8, 2, 6, 8, 2, 6, 12, 6, 10]
10:6:3:10 => [4, 6, 12, 3, 6, 15, 12, 6, 9, 3]-[14, 12, 6, 15, 12, 3, 6, 12, 9, 15]
10:6:4:10 => [18, 16, 12, 8, 12, 12, 16, 8, 12, 12]-[6, 8, 12, 16, 12, 12, 8, 16, 12, 12]
10:6:5:10 => [25, 20, 25, 5, 30, 10, 20, 10, 20, 10]-[5, 10, 5, 25, 0, 20, 10, 20, 10, 20]
10:6:6:10 => [12, 12, 18, 18, 12, 6, 18, 12, 12, 12]-[24, 24, 18, 18, 24, 30, 18, 24, 24, 24]
10:6:7:10 => [13, 21, 28, 14, 35, 21, 7, 21, 28, 14]-[29, 21, 14, 28, 7, 21, 35, 21, 14, 28]
10:6:8:10 => [28, 26, 24, 16, 8, 24, 24, 8, 24, 8]-[20, 22, 24, 32, 40, 24, 24, 40, 24, 40]
10:6:9:10 => [32, 36, 45, 27, 0, 9, 36, 18, 9, 45]-[22, 18, 9, 27, 54, 45, 18, 36, 45, 9]
10:6:10:10 => [29, 31, 40, 30, 60, 30, 10, 40, 10, 20]-[31, 29, 20, 30, 0, 30, 50, 20, 50, 40]
10:7:2:10 => [8, 6, 6, 12, 10, 6, 6, 10, 4, 8]-[6, 8, 8, 2, 4, 8, 8, 4, 10, 6]
10:7:3:10 => [16, 9, 15, 9, 6, 9, 15, 15, 12, 9]-[5, 12, 6, 12, 15, 12, 6, 6, 9, 12]
10:7:4:10 => [18, 8, 20, 8, 16, 12, 20, 20, 16, 16]-[10, 20, 8, 20, 12, 16, 8, 8, 12, 12]
10:7:5:10 => [11, 5, 25, 15, 15, 15, 15, 20, 25, 20]-[24, 30, 10, 20, 20, 20, 20, 15, 10, 15]
10:7:6:10 => [33, 18, 24, 30, 18, 30, 18, 18, 24, 12]-[9, 24, 18, 12, 24, 12, 24, 24, 18, 30]
10:7:7:10 => [13, 14, 28, 14, 35, 35, 28, 42, 21, 14]-[36, 35, 21, 35, 14, 14, 21, 7, 28, 35]
10:7:8:10 => [32, 13, 16, 24, 16, 56, 48, 32, 40, 32]-[24, 43, 40, 32, 40, 0, 8, 24, 16, 24]
10:7:9:10 => [25, 18, 36, 27, 18, 18, 45, 27, 36, 36]-[38, 45, 27, 36, 45, 45, 18, 36, 27, 27]
10:7:10:10 => [40, 40, 30, 50, 20, 20, 20, 40, 30, 30]-[30, 30, 40, 20, 50, 50, 50, 30, 40, 40]
10:8:2:10 => [8, 10, 12, 6, 10, 10, 8, 6, 6, 12]-[8, 6, 4, 10, 6, 6, 8, 10, 10, 4]
10:8:3:10 => [16, 9, 15, 15, 15, 12, 9, 12, 12, 15]-[8, 15, 9, 9, 9, 12, 15, 12, 12, 9]
10:8:4:10 => [12, 4, 16, 16, 24, 16, 16, 12, 16, 12]-[20, 28, 16, 16, 8, 16, 16, 20, 16, 20]
10:8:5:10 => [13, 20, 15, 25, 20, 25, 20, 30, 20, 20]-[27, 20, 25, 15, 20, 15, 20, 10, 20, 20]
10:8:6:10 => [26, 36, 24, 30, 24, 6, 12, 24, 36, 24]-[22, 12, 24, 18, 24, 42, 36, 24, 12, 24]
10:8:7:10 => [21, 42, 42, 21, 35, 21, 21, 35, 35, 28]-[35, 14, 14, 35, 21, 35, 35, 21, 21, 28]
10:8:8:10 => [20, 32, 0, 32, 24, 32, 48, 32, 32, 16]-[44, 32, 64, 32, 40, 32, 16, 32, 32, 48]
10:8:9:10 => [49, 37, 45, 54, 18, 36, 36, 18, 18, 45]-[23, 35, 27, 18, 54, 36, 36, 54, 54, 27]
10:8:10:10 => [14, 50, 40, 70, 40, 50, 40, 60, 50, 50]-[66, 30, 40, 10, 40, 30, 40, 20, 30, 30]
10:9:2:10 => [4, 8, 4, 14, 8, 10, 8, 6, 14, 8]-[14, 10, 14, 4, 10, 8, 10, 12, 4, 10]
10:9:3:10 => [18, 21, 21, 12, 21, 18, 6, 15, 21, 18]-[9, 6, 6, 15, 6, 9, 21, 12, 6, 9]
10:9:4:10 => [16, 24, 16, 24, 20, 12, 20, 8, 8, 20]-[20, 12, 20, 12, 16, 24, 16, 28, 28, 16]
10:9:5:10 => [29, 30, 10, 25, 20, 20, 25, 15, 20, 25]-[16, 15, 35, 20, 25, 25, 20, 30, 25, 20]
10:9:6:10 => [20, 30, 36, 18, 12, 36, 24, 24, 12, 24]-[34, 24, 18, 36, 42, 18, 30, 30, 42, 30]
10:9:7:10 => [22, 28, 49, 21, 42, 35, 35, 49, 42, 28]-[41, 35, 14, 42, 21, 28, 28, 14, 21, 35]
10:9:8:10 => [30, 48, 33, 56, 16, 32, 32, 16, 48, 40]-[42, 24, 39, 16, 56, 40, 40, 56, 24, 32]
10:9:9:10 => [32, 36, 21, 36, 54, 27, 27, 36, 63, 45]-[49, 45, 60, 45, 27, 54, 54, 45, 18, 36]
10:9:10:10 => [31, 16, 50, 40, 60, 40, 10, 50, 40, 40]-[59, 74, 40, 50, 30, 50, 80, 40, 50, 50]
10:10:2:10 => [12, 6, 8, 10, 10, 4, 10, 10, 8, 12]-[8, 14, 12, 10, 10, 16, 10, 10, 12, 8]
10:10:3:10 => [9, 15, 21, 15, 18, 15, 12, 21, 9, 12]-[21, 15, 9, 15, 12, 15, 18, 9, 21, 18]
10:10:4:10 => [24, 20, 20, 32, 28, 16, 16, 24, 28, 28]-[16, 20, 20, 8, 12, 24, 24, 16, 12, 12]
10:10:5:10 => [15, 30, 25, 15, 35, 35, 30, 35, 30, 35]-[35, 20, 25, 35, 15, 15, 20, 15, 20, 15]
10:10:6:10 => [27, 24, 42, 30, 30, 30, 18, 30, 36, 24]-[33, 36, 18, 30, 30, 30, 42, 30, 24, 36]
10:10:7:10 => [25, 28, 21, 28, 42, 49, 49, 21, 28, 42]-[45, 42, 49, 42, 28, 21, 21, 49, 42, 28]
10:10:8:10 => [45, 40, 56, 16, 32, 56, 40, 40, 56, 64]-[35, 40, 24, 64, 48, 24, 40, 40, 24, 16]
10:10:9:10 => [60, 28, 36, 27, 45, 54, 18, 18, 18, 36]-[30, 62, 54, 63, 45, 36, 72, 72, 72, 54]
10:10:10:10 => [52, 51, 30, 20, 50, 50, 40, 50, 60, 60]-[48, 49, 70, 80, 50, 50, 60, 50, 40, 40]
